,areas_within,replies,views,total_score,address,polygon
30,BATU 11 CHERAS,253,25217,90.0,2,"POLYGON ((101.768764 3.053627, 101.771239 3.053576, 101.771169 3.052456, 101.771739 3.052324, 101.773129 3.052003, 101.773569 3.051397, 101.774335 3.050345, 101.774416 3.048732, 101.774451 3.048023, 101.77132 3.043024, 101.767929 3.036421, 101.766374 3.034121, 101.766006 3.033782, 101.762635 3.038444, 101.768821 3.047902, 101.768764 3.052626, 101.768764 3.053627))"
31,BATU 12 PUCHONG,11,907,320.0,1,"POLYGON ((101.606427 3.020399, 101.597389 3.020444, 101.59838 3.026591, 101.598595 3.030223, 101.599977 3.038474, 101.604091 3.042705, 101.617851 3.039607, 101.617639 3.038561, 101.616703 3.033939, 101.615141 3.030911, 101.614949 3.028827, 101.614906 3.028368, 101.613394 3.020287, 101.6102 3.020401, 101.606427 3.020399))"
32,BATU 13 PUCHONG,242,37466,61.333333333333336,3,"POLYGON ((101.618931 3.004569, 101.619035 3.00574, 101.620632 3.006453, 101.620881 3.006992, 101.621545 3.007503, 101.622264 3.00749, 101.623024 3.007324, 101.62583 3.008195, 101.627351 3.008132, 101.627494 3.005776, 101.627875 3.004967, 101.628851 3.003397, 101.628539 2.999978, 101.624994 3.001231, 101.623687 2.999899, 101.62314 3.002041, 101.619621 3.001104, 101.618856 3.003586, 101.618931 3.004569))"
33,BATU 14 PUCHONG,149,19146,102.0,2,"POLYGON ((101.619621 3.001104, 101.62314 3.002041, 101.623687 2.999899, 101.624994 3.001231, 101.628539 2.999978, 101.628247 2.994604, 101.629381 2.994025, 101.626859 2.987172, 101.624551 2.987769, 101.622966 2.988488, 101.619297 2.992009, 101.618247 2.992414, 101.617638 2.992525, 101.615802 2.993485, 101.616089 2.994042, 101.617498 2.997107, 101.617536 2.998706, 101.619992 2.998763, 101.619364 2.999657, 101.619621 3.001104))"
34,BATU 16 RAWANG,1371,160293,100.5,2,"POLYGON ((101.592995 3.30521, 101.592064 3.306806, 101.592064 3.309399, 101.591 3.310064, 101.587409 3.311128, 101.587542 3.311926, 101.588473 3.313921, 101.58947 3.31565, 101.586611 3.317711, 101.588074 3.321368, 101.590282 3.325835, 101.590992 3.327682, 101.591645 3.327586, 101.593701 3.327781, 101.596796 3.327696, 101.598751 3.327199, 101.599986 3.327131, 101.601576 3.32729, 101.602573 3.327032, 101.604265 3.326395, 101.605007 3.326036, 101.607367 3.325759, 101.608729 3.326268, 101.609293 3.326189, 101.609871 3.325784, 101.610568 3.325075, 101.61232 3.324754, 101.613811 3.323517, 101.616397 3.322645, 101.619213 3.322934, 101.623601 3.324069, 101.62515 3.323851, 101.626959 3.324014, 101.627814 3.322351, 101.628437 3.323122, 101.631435 3.324461, 101.632811 3.324461, 101.635883 3.32299, 101.637856 3.321581, 101.639476 3.321338, 101.640665 3.323496, 101.640693 3.32359, 101.641499 3.324518, 101.641825 3.325668, 101.642093 3.326221, 101.642629 3.327443, 101.643538 3.328752, 101.645037 3.329371, 101.645756 3.330602, 101.64713 3.332285, 101.649257 3.335065, 101.650407 3.335651, 101.652173 3.335082, 101.652957 3.334489, 101.654505 3.333817, 101.655324 3.333658, 101.65591 3.333249, 101.655982 3.332578, 101.65725 3.330938, 101.659341 3.330192, 101.661137 3.330017, 101.662049 3.329376, 101.662947 3.329391, 101.663754 3.330145, 101.664337 3.331093, 101.666205 3.330263, 101.66803 3.329302, 101.669101 3.3284, 101.669196 3.326363, 101.668248 3.325265, 101.668647 3.322921, 101.668049 3.320777, 101.667785 3.320458, 101.666702 3.318832, 101.667001 3.317136, 101.666553 3.316239, 101.666603 3.314543, 101.666412 3.313781, 101.665912 3.310703, 101.666261 3.307385, 101.666508 3.296665, 101.666553 3.294893, 101.668647 3.292799, 101.669695 3.291353, 101.670243 3.289557, 101.670692 3.288061, 101.670763 3.287636, 101.670842 3.287163, 101.669695 3.284769, 101.668946 3.284071, 101.669096 3.283373, 101.669495 3.282126, 101.669345 3.28078, 101.668597 3.279782, 101.6677 3.278087, 101.6674 3.277289, 101.669296 3.268212, 101.669844 3.266666, 101.670792 3.266217, 101.670542 3.26507, 101.670842 3.263723, 101.673314 3.260617, 101.673285 3.26005, 101.672986 3.257689, 101.672986 3.256623, 101.673043 3.255794, 101.673135 3.255108, 101.673258 3.254412, 101.672946 3.254005, 101.672122 3.254035, 101.671356 3.255419, 101.671739 3.25642, 101.671503 3.258569, 101.670208 3.259247, 101.671062 3.260513, 101.667205 3.261716, 101.661508 3.258685, 101.662408 3.276191, 101.660323 3.276935, 101.660026 3.276489, 101.65943 3.276414, 101.658983 3.273883, 101.658909 3.272989, 101.658537 3.272096, 101.657941 3.271575, 101.657196 3.27217, 101.656154 3.271798, 101.654591 3.271426, 101.65392 3.272021, 101.65392 3.272691, 101.653474 3.272989, 101.652356 3.272903, 101.652376 3.273824, 101.651644 3.274888, 101.650713 3.276683, 101.650514 3.278346, 101.648519 3.280274, 101.645526 3.282269, 101.644662 3.283532, 101.643731 3.284663, 101.642933 3.28586, 101.641138 3.286192, 101.638411 3.286192, 101.635951 3.287522, 101.63369 3.289849, 101.631828 3.291113, 101.628038 3.293374, 101.625511 3.294172, 101.621255 3.296632, 101.619527 3.297962, 101.617731 3.297993, 101.61623 3.297338, 101.61301 3.296033, 101.612212 3.297031, 101.611547 3.298893, 101.610616 3.299491, 101.609286 3.299491, 101.607823 3.300489, 101.604432 3.30142, 101.601972 3.301486, 101.598115 3.303548, 101.592995 3.30521))"
35,BATU 9 GOMBAK,57,8564,504.0,1,"POLYGON ((101.739948 3.233912, 101.7384 3.233829, 101.735772 3.236915, 101.730538 3.238997, 101.725481 3.240603, 101.712437 3.240387, 101.712723 3.242005, 101.71396 3.244194, 101.714293 3.245812, 101.714721 3.247763, 101.714483 3.248763, 101.714293 3.250476, 101.714293 3.25276, 101.714436 3.254473, 101.713532 3.256044, 101.713103 3.257281, 101.71296 3.25928, 101.712009 3.260898, 101.711438 3.262183, 101.710867 3.264039, 101.710724 3.265847, 101.709724 3.266799, 101.708011 3.267798, 101.706346 3.27013, 101.70487 3.270463, 101.70449 3.271558, 101.704061 3.274842, 101.70349 3.274984, 101.703012 3.276678, 101.704916 3.279236, 101.707355 3.289409, 101.707712 3.292026, 101.707057 3.296131, 101.731804 3.36103, 101.739723 3.374202, 101.741348 3.374566, 101.743541 3.374594, 101.74587 3.374222, 101.750738 3.370629, 101.752024 3.370301, 101.754065 3.371379, 101.755818 3.371529, 101.757022 3.371313, 101.757839 3.371597, 101.75864 3.371836, 101.759952 3.372707, 101.760391 3.372072, 101.762155 3.370795, 101.763984 3.369872, 101.764971 3.367465, 101.765477 3.366593, 101.766698 3.365799, 101.767929 3.365184, 101.769872 3.364212, 101.771322 3.362566, 101.77213 3.361649, 101.773978 3.360518, 101.775121 3.359818, 101.777684 3.359207, 101.781128 3.355896, 101.780884 3.353699, 101.781494 3.352478, 101.782673 3.350768, 101.782715 3.350708, 101.782471 3.349121, 101.781263 3.34509, 101.781237 3.344714, 101.781126 3.344141, 101.780884 3.342896, 101.782471 3.338318, 101.783508 3.336914, 101.784478 3.336503, 101.787109 3.335693, 101.787938 3.334865, 101.788513 3.33429, 101.789516 3.334167, 101.794128 3.333679, 101.795898 3.331909, 101.796961 3.331859, 101.799819 3.330174, 101.800293 3.329895, 101.80072 3.329285, 101.800419 3.326053, 101.800293 3.324707, 101.801514 3.322876, 101.802486 3.320676, 101.805115 3.319092, 101.806651 3.318021, 101.807129 3.317688, 101.807495 3.315918, 101.807382 3.314899, 101.807312 3.31427, 101.807678 3.312683, 101.808716 3.31189, 101.81073 3.309326, 101.812073 3.307129, 101.814087 3.304077, 101.815491 3.302124, 101.818298 3.299927, 101.822083 3.296875, 101.82428 3.294495, 101.825317 3.292297, 101.824934 3.291582, 101.823486 3.288879, 101.822327 3.287476, 101.820679 3.286072, 101.818726 3.285095, 101.815125 3.284119, 101.812683 3.281677, 101.810859 3.279656, 101.809509 3.278639, 101.807678 3.278639, 101.805725 3.279066, 101.801331 3.278456, 101.799683 3.279066, 101.798096 3.28285, 101.796875 3.284681, 101.794922 3.285231, 101.793091 3.284437, 101.790527 3.281447, 101.788879 3.27986, 101.787476 3.27986, 101.786316 3.28108, 101.785522 3.283278, 101.784119 3.284254, 101.782898 3.284071, 101.77948 3.278639, 101.776917 3.272474, 101.776123 3.264235, 101.775513 3.260634, 101.774719 3.25868, 101.771726 3.255079, 101.76591 3.249522, 101.761719 3.245483, 101.758484 3.241882, 101.756287 3.240112, 101.754089 3.239685, 101.750122 3.240479, 101.749084 3.238525, 101.749695 3.236328, 101.749084 3.234924, 101.739948 3.233912))"
36,BATU CAVES,1797,121515,120.0,1,"POLYGON ((101.68339 3.253893, 101.6877 3.253169, 101.68759 3.250063, 101.687587 3.250002, 101.687486 3.247173, 101.690758 3.24408, 101.692021 3.235693, 101.694208 3.232837, 101.694718 3.228796, 101.694794 3.228192, 101.694835 3.227867, 101.689971 3.228009, 101.689971 3.228009, 101.689971 3.227991, 101.68999 3.22742, 101.68999 3.22742, 101.680854 3.227477, 101.680854 3.227482, 101.680788 3.227482, 101.679465 3.227609, 101.678524 3.227699, 101.677636 3.227784, 101.677446 3.227802, 101.675293 3.228008, 101.675083 3.228028, 101.673211 3.228294, 101.673211 3.228299, 101.673237 3.228552, 101.679928 3.234726, 101.679837 3.235428, 101.679678 3.236654, 101.680249 3.237689, 101.68007 3.238617, 101.679603 3.24002, 101.678607 3.243007, 101.678928 3.244113, 101.682783 3.248111, 101.682819 3.249824, 101.683354 3.251073, 101.68339 3.253893))"
37,BATU MUDA,493,70904,76.33333333333333,3,"POLYGON ((101.688999 3.20561, 101.678779 3.206191, 101.680752 3.20788, 101.681739 3.210519, 101.681492 3.211786, 101.681034 3.218264, 101.689528 3.217662, 101.689528 3.213224, 101.689457 3.210123, 101.689034 3.207493, 101.688647 3.206525, 101.688647 3.206385, 101.688999 3.20561))"
38,BRICKFIELDS SELATAN,23,2664,20.0,1,"POLYGON ((101.686485 3.131906, 101.688108 3.129895, 101.689282 3.128763, 101.688978 3.128394, 101.687981 3.127479, 101.687556 3.127196, 101.68545 3.126213, 101.68296 3.125212, 101.682181 3.125502, 101.683823 3.128885, 101.684089 3.129829, 101.686485 3.131906))"
39,BRICKFIELDS UTARA,407,42853,81.0,1,"POLYGON ((101.692246 3.138226, 101.693068 3.13828, 101.693818 3.138371, 101.694607 3.138462, 101.694384 3.137274, 101.694223 3.135374, 101.69404 3.134727, 101.693696 3.133696, 101.693089 3.132725, 101.692724 3.132604, 101.691692 3.132422, 101.691104 3.132058, 101.690578 3.13038, 101.690396 3.129956, 101.689282 3.128763, 101.688108 3.129895, 101.686485 3.131906, 101.68834 3.133514, 101.690186 3.136234, 101.691426 3.136764, 101.692135 3.137885, 101.692135 3.137885, 101.692246 3.138226))"
40,BUKIT A CHERAS BARU,58,11290,178.0,2,"POLYGON ((101.739622 3.102268, 101.739103 3.102095, 101.736771 3.102602, 101.735316 3.101495, 101.731703 3.105819, 101.73092 3.107058, 101.730241 3.109777, 101.732833 3.110799, 101.735223 3.112148, 101.736563 3.113324, 101.737048 3.114235, 101.737313 3.114039, 101.737613 3.114719, 101.737761 3.115092, 101.737761 3.115092, 101.73783 3.115236, 101.737936 3.115454, 101.738759 3.114712, 101.738217 3.113363, 101.739489 3.112057, 101.741294 3.110205, 101.744371 3.110291, 101.74406 3.109508, 101.743023 3.108113, 101.741106 3.105553, 101.739622 3.102268))"
41,BUKIT BANGSAR,145,23721,216.0,4,"POLYGON ((101.678281 3.125461, 101.676068 3.126945, 101.676482 3.127303, 101.676206 3.127744, 101.675131 3.12868, 101.674772 3.128927, 101.674469 3.129258, 101.674772 3.130001, 101.675241 3.130579, 101.675958 3.131653, 101.675682 3.132038, 101.676426 3.132699, 101.678184 3.13126, 101.678019 3.130627, 101.677908 3.130325, 101.678019 3.129939, 101.678046 3.129609, 101.67868 3.129086, 101.679121 3.128645, 101.679673 3.128342, 101.678846 3.126966, 101.678267 3.125782, 101.678294 3.125617, 101.678281 3.125461))"
42,BUKIT BERUNTUNG,8,4806,60.0,1,"POLYGON ((101.557119 3.396612, 101.544386 3.396628, 101.538091 3.398271, 101.533284 3.397559, 101.529306 3.401979, 101.531935 3.403491, 101.531949 3.407326, 101.539159 3.410999, 101.540138 3.413402, 101.545104 3.411806, 101.545206 3.416223, 101.548995 3.416956, 101.549047 3.420539, 101.549104 3.425327, 101.549123 3.426926, 101.547952 3.429504, 101.566075 3.428887, 101.568211 3.429955, 101.569161 3.4277, 101.578835 3.430121, 101.577786 3.411917, 101.55703 3.411921, 101.557119 3.396612))"
43,BUKIT BINTANG,110,22129,176.0,5,"POLYGON ((101.709995 3.146223, 101.712587 3.148216, 101.713093 3.148257, 101.715997 3.148673, 101.716272 3.14852, 101.718641 3.147559, 101.719015 3.147489, 101.719481 3.147539, 101.720544 3.147933, 101.722796 3.148745, 101.7228 3.148213, 101.72097 3.14231, 101.720659 3.141641, 101.719626 3.142193, 101.718549 3.142149, 101.717546 3.141333, 101.716758 3.142323, 101.715583 3.142323, 101.715806 3.142808, 101.71532 3.142889, 101.715259 3.145517, 101.714834 3.146043, 101.712101 3.144001, 101.708821 3.143071, 101.70791 3.142606, 101.707216 3.143958, 101.709995 3.146223))"
44,BUKIT CHEEDING (A),1276,218939,56.0,5,"POLYGON ((101.541257 2.936488, 101.578998 2.966686, 101.579995 2.965016, 101.581567 2.962382, 101.591693 2.945419, 101.602755 2.925191, 101.60459 2.921835, 101.604812 2.921415, 101.620355 2.892884, 101.623546 2.886321, 101.625352 2.883709, 101.63352 2.867209, 101.642531 2.848805, 101.636092 2.844565, 101.628704 2.854063, 101.608901 2.854887, 101.598516 2.855385, 101.581808 2.856186, 101.578382 2.853181, 101.566046 2.866806, 101.560279 2.86211, 101.556742 2.864132, 101.556625 2.867423, 101.550748 2.867188, 101.550672 2.869842, 101.542285 2.869303, 101.543343 2.871536, 101.543851 2.873933, 101.545888 2.8755, 101.548239 2.875187, 101.550903 2.876441, 101.552 2.878478, 101.55153 2.880045, 101.552157 2.882082, 101.554351 2.883023, 101.557642 2.883806, 101.56062 2.885373, 101.564694 2.884903, 101.567861 2.881995, 101.578113 2.882296, 101.580827 2.884859, 101.541257 2.936488))"
45,BUKIT IDAMAN,56,8194,14.666666666666666,3,"POLYGON ((101.652508 3.248558, 101.655051 3.247075, 101.653726 3.245555, 101.652807 3.244407, 101.651588 3.242923, 101.650263 3.242287, 101.647542 3.241138, 101.645104 3.239972, 101.644616 3.239647, 101.637624 3.249716, 101.633972 3.246907, 101.632979 3.248396, 101.630894 3.250282, 101.628016 3.251076, 101.609199 3.251278, 101.611459 3.254935, 101.610728 3.255999, 101.610396 3.257262, 101.610084 3.258929, 101.609486 3.260126, 101.608488 3.26099, 101.607358 3.263384, 101.606892 3.264847, 101.606892 3.265911, 101.605163 3.268371, 101.605429 3.269635, 101.606626 3.271297, 101.608156 3.27276, 101.61035 3.272693, 101.612345 3.271962, 101.614074 3.272161, 101.615204 3.273491, 101.617199 3.273757, 101.618596 3.271962, 101.620059 3.270965, 101.621588 3.271497, 101.622918 3.27256, 101.623782 3.274555, 101.624979 3.276617, 101.626841 3.277149, 101.62857 3.27655, 101.631163 3.274289, 101.634688 3.273026, 101.637414 3.27143, 101.640406 3.271164, 101.642135 3.272161, 101.643465 3.272826, 101.644529 3.272294, 101.646457 3.270034, 101.647787 3.269635, 101.649915 3.271164, 101.65078 3.271696, 101.652043 3.271497, 101.650812 3.269916, 101.650121 3.268377, 101.649964 3.265676, 101.649524 3.262818, 101.649053 3.26175, 101.648425 3.26065, 101.647012 3.259048, 101.645692 3.256881, 101.644938 3.254871, 101.644404 3.253081, 101.64453 3.251824, 101.645096 3.250536, 101.646195 3.24994, 101.647985 3.249751, 101.650435 3.249406, 101.651283 3.249217, 101.652508 3.248558))"
46,BUKIT JALIL,12654,1889770,74.63636363636364,11,"POLYGON ((101.659419 3.055588, 101.660216 3.058176, 101.660216 3.058176, 101.666027 3.058473, 101.666704 3.059988, 101.669726 3.062314, 101.674243 3.062917, 101.675989 3.063251, 101.67831 3.063538, 101.682569 3.062848, 101.683766 3.065678, 101.687765 3.064048, 101.690164 3.063598, 101.692959 3.063434, 101.700142 3.063028, 101.701933 3.063447, 101.703162 3.064911, 101.702553 3.059621, 101.700445 3.05931, 101.69608 3.0582, 101.693482 3.056921, 101.694904 3.055461, 101.696666 3.053254, 101.697101 3.049895, 101.688276 3.049043, 101.680373 3.04912, 101.680222 3.047694, 101.679938 3.042235, 101.680157 3.041846, 101.678783 3.041867, 101.674957 3.042015, 101.673057 3.042089, 101.672621 3.041962, 101.670276 3.041276, 101.668516 3.040704, 101.668702 3.045402, 101.662937 3.04625, 101.659252 3.051041, 101.659407 3.054384, 101.659419 3.055588))"
47,BUKIT JELUTONG U8,508,77502,61.8,5,"POLYGON ((101.530003 3.093853, 101.527381 3.093507, 101.521127 3.093536, 101.520801 3.108234, 101.520378 3.127309, 101.521672 3.127377, 101.525287 3.127439, 101.525824 3.125551, 101.527179 3.124197, 101.528072 3.122612, 101.528386 3.121894, 101.53081 3.116359, 101.5314 3.115091, 101.532546 3.112692, 101.534491 3.109169, 101.535507 3.108024, 101.538814 3.106316, 101.543223 3.104566, 101.545578 3.102923, 101.547675 3.100611, 101.548669 3.098644, 101.550009 3.094754, 101.550607 3.092499, 101.547466 3.092124, 101.539829 3.094372, 101.537495 3.094746, 101.535709 3.094746, 101.533057 3.094228, 101.530003 3.093853))"
48,BUKIT KAJANG BARU,20,1194,20.0,1,"POLYGON ((101.801858 2.976793, 101.795134 2.976931, 101.795354 2.979234, 101.793986 2.979472, 101.793956 2.98084, 101.795354 2.98087, 101.795413 2.982298, 101.796871 2.982327, 101.797347 2.984558, 101.795205 2.985867, 101.796692 2.987949, 101.799016 2.989071, 101.800813 2.988787, 101.801746 2.988643, 101.801017 2.986462, 101.80361 2.983202, 101.802262 2.977845, 101.801858 2.976793))"
49,BUKIT KEMANDUL,11774,1363765,248.0,3,"POLYGON ((101.541257 2.936488, 101.514077 2.914202, 101.511514 2.912053, 101.514894 2.919838, 101.526551 2.946184, 101.52422 2.949886, 101.549913 2.964756, 101.550297 2.964978, 101.55062 2.958378, 101.55063 2.958161, 101.562972 2.964625, 101.560783 2.969856, 101.560739 2.969962, 101.560793 2.969996, 101.563587 2.971727, 101.568341 2.974673, 101.57264 2.977337, 101.578998 2.966686, 101.541257 2.936488))"
50,BUKIT KEMUNING,75,7755,504.0,1,"POLYGON ((101.52608 3.014862, 101.538735 3.022118, 101.541224 3.02338, 101.537929 3.016965, 101.529481 3.006869, 101.51914 2.994916, 101.51914 3.001436, 101.515564 3.001296, 101.515178 3.002803, 101.514092 3.003715, 101.513285 3.004976, 101.513145 3.006133, 101.514652 3.008587, 101.52608 3.014862))"
51,BUKIT KUDA,4,339,60.0,1,"POLYGON ((101.464339 3.055424, 101.470718 3.057297, 101.474599 3.058434, 101.47517 3.05861, 101.475721 3.056963, 101.475208 3.055682, 101.474491 3.054453, 101.47321 3.053787, 101.471161 3.053121, 101.468958 3.052864, 101.467575 3.053018, 101.467114 3.052916, 101.466653 3.052045, 101.465833 3.051123, 101.46445 3.0502, 101.462367 3.048405, 101.461824 3.047947, 101.460845 3.047358, 101.459786 3.046564, 101.458902 3.046026, 101.45754 3.045043, 101.45572 3.044543, 101.453732 3.044785, 101.452994 3.046409, 101.451709 3.047694, 101.450618 3.048032, 101.450874 3.049176, 101.454623 3.051386, 101.458189 3.053474, 101.458461 3.053569, 101.460664 3.054301, 101.464339 3.055424))"
52,BUKIT LANJAN,298,27097,50.5,2,"POLYGON ((101.61914 3.180881, 101.62521 3.180863, 101.634259 3.180837, 101.634354 3.173952, 101.635025 3.173952, 101.634737 3.170605, 101.633923 3.166111, 101.633913 3.166112, 101.617551 3.167672, 101.617551 3.168077, 101.617549 3.169713, 101.617747 3.170917, 101.617772 3.171066, 101.617978 3.17148, 101.618033 3.171589, 101.618446 3.172416, 101.618584 3.172901, 101.618706 3.173331, 101.618706 3.173331, 101.619103 3.173772, 101.618864 3.17488, 101.619125 3.176239, 101.619141 3.176321, 101.619642 3.178893, 101.619643 3.178896, 101.619164 3.179672, 101.619063 3.179837, 101.619063 3.179837, 101.619137 3.180844, 101.61914 3.180881))"
53,BUKIT NANAS,84,8007,281.3333333333333,3,"POLYGON ((101.710869 3.15037, 101.710172 3.150268, 101.710172 3.150268, 101.707011 3.150871, 101.706704 3.150949, 101.706001 3.150642, 101.704584 3.150386, 101.704154 3.150309, 101.703024 3.150221, 101.703024 3.150221, 101.702319 3.149887, 101.700884 3.148894, 101.699213 3.148631, 101.698576 3.148297, 101.698059 3.14765, 101.697073 3.148484, 101.697067 3.148489, 101.696867 3.148755, 101.696298 3.14951, 101.696316 3.149527, 101.697513 3.150632, 101.697614 3.151259, 101.697918 3.151936, 101.699398 3.152678, 101.700317 3.153139, 101.700856 3.153774, 101.70116 3.154158, 101.70123 3.154292, 101.701328 3.15448, 101.701455 3.154707, 101.701792 3.155223, 101.701792 3.155223, 101.702434 3.15593, 101.702649 3.156166, 101.702649 3.156166, 101.703571 3.156539, 101.703595 3.156549, 101.703616 3.156558, 101.703741 3.156608, 101.705011 3.156431, 101.705247 3.155824, 101.705288 3.155717, 101.706001 3.15528, 101.706489 3.154981, 101.706786 3.15478, 101.707529 3.154277, 101.708317 3.153537, 101.70941 3.153027, 101.710196 3.152006, 101.710869 3.15037))"
54,BUKIT PETALING,515,66315,207.0,3,"POLYGON ((101.687981 3.127479, 101.688978 3.128394, 101.689282 3.128763, 101.690396 3.129956, 101.690578 3.13038, 101.691104 3.132058, 101.691692 3.132422, 101.692724 3.132604, 101.693089 3.132725, 101.693696 3.133696, 101.69404 3.134727, 101.694223 3.135374, 101.694384 3.137274, 101.694607 3.138462, 101.695407 3.138401, 101.696824 3.139958, 101.697391 3.139857, 101.697756 3.139816, 101.699639 3.138543, 101.700185 3.138138, 101.702271 3.137168, 101.70367 3.136676, 101.703494 3.136181, 101.703475 3.136128, 101.70132 3.13284, 101.701822 3.131528, 101.701955 3.130762, 101.701349 3.128753, 101.700995 3.128282, 101.698404 3.126332, 101.697938 3.125958, 101.697432 3.124542, 101.696764 3.123633, 101.69563 3.123612, 101.695346 3.123471, 101.693625 3.122642, 101.692694 3.12157, 101.690041 3.123916, 101.688989 3.12523, 101.688604 3.126584, 101.687981 3.127479))"
55,BUKIT RAHMAN PUTRA,78,17892,21.5,4,"POLYGON ((101.547544 3.218371, 101.551574 3.22528, 101.551625 3.225709, 101.552522 3.233369, 101.558029 3.232598, 101.558373 3.230658, 101.558789 3.229259, 101.558833 3.229157, 101.561057 3.224043, 101.563325 3.221094, 101.561851 3.2203, 101.561737 3.219582, 101.561586 3.219015, 101.561095 3.218562, 101.561019 3.217617, 101.562115 3.216369, 101.562304 3.214668, 101.562153 3.213761, 101.561888 3.212589, 101.561926 3.211531, 101.562493 3.207297, 101.560243 3.204714, 101.557748 3.202536, 101.554184 3.200635, 101.550583 3.19981, 101.548755 3.200262, 101.546896 3.200833, 101.545906 3.202615, 101.545236 3.203866, 101.541549 3.205546, 101.534064 3.211051, 101.534222 3.212556, 101.53408 3.214285, 101.53082 3.214757, 101.530053 3.216036, 101.530125 3.216236, 101.530543 3.217393, 101.530932 3.218472, 101.531587 3.220288, 101.546899 3.218448, 101.547544 3.218371))"
56,BUKIT RIMAU,80,11683,282.0,2,"POLYGON ((101.51914 2.994916, 101.529481 3.006869, 101.529481 2.997194, 101.529726 2.994215, 101.531549 2.979036, 101.51914 2.979141, 101.519104 2.979597, 101.519104 2.989027, 101.51914 2.994916))"
57,BUKIT SENTOSA 6 HINGGA 12,0,432,10.0,1,"POLYGON ((101.576612 3.391538, 101.577786 3.411917, 101.578835 3.430121, 101.585034 3.4258, 101.589548 3.4258, 101.592052 3.425146, 101.591388 3.397413, 101.592545 3.394297, 101.586314 3.391182, 101.585068 3.392606, 101.582843 3.393051, 101.58044 3.391805, 101.578125 3.391182, 101.576612 3.391538))"
58,BUKIT SERDANG,891,114249,132.0,2,"POLYGON ((101.70566 3.018361, 101.705662 3.016696, 101.705651 3.012535, 101.703278 3.012582, 101.702973 3.012578, 101.69512 3.012879, 101.693121 3.012594, 101.687934 3.012927, 101.683825 3.012984, 101.68395 3.027482, 101.688218 3.031148, 101.690343 3.032974, 101.693028 3.033314, 101.693504 3.031649, 101.693552 3.028698, 101.695122 3.028555, 101.69517 3.025605, 101.696333 3.02564, 101.698687 3.025707, 101.69908 3.025163, 101.699995 3.023833, 101.701212 3.022238, 101.702062 3.021205, 101.703192 3.021919, 101.703605 3.022322, 101.704902 3.023715, 101.705704 3.022749, 101.706013 3.022375, 101.706727 3.021391, 101.706327 3.020287, 101.706151 3.019558, 101.70566 3.018361))"
